,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name_common,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,pitcher,G,PA,salary,runs_above_avg,runs_above_avg_off,runs_above_avg_def,WAR_rep,WAA,WAR
10513,10513,10513,10513,10513,10513,10513,10513,10513,10513,10513,10513,10513,10513,10513,10513,10513,10513,10513,109049,Nick Tropeano,607374.0,tropeni01,2021,SFG,1,NL,Y,4,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
10514,10514,10514,10514,10514,10514,10514,10514,10514,10514,10514,10514,10514,10514,10514,10514,10514,10514,10514,109050,Nick Tropeano,607374.0,tropeni01,2021,NYM,2,NL,Y,1,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,109113,Mike Trout,545361.0,troutmi01,2015,LAA,1,AL,N,159,682.0,6083000.0,67.6,60.6,10.5,2.37,7.25,9.62
10516,10516,10516,10516,10516,10516,10516,10516,10516,10516,10516,10516,10516,10516,10516,10516,10516,10516,10516,109114,Mike Trout,545361.0,troutmi01,2016,LAA,1,AL,N,159,681.0,16083000.0,79.7,73.7,8.7,2.36,8.12,10.48
10517,10517,10517,10517,10517,10517,10517,10517,10517,10517,10517,10517,10517,10517,10517,10517,10517,10517,10517,109115,Mike Trout,545361.0,troutmi01,2017,LAA,1,AL,N,114,507.0,20083000.0,53.4,56.4,-0.9,1.68,5.24,6.92
10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,109116,Mike Trout,545361.0,troutmi01,2018,LAA,1,AL,N,140,608.0,34083000.0,77.1,71.1,7.7,2.03,7.89,9.92
10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,109117,Mike Trout,545361.0,troutmi01,2019,LAA,1,AL,N,134,600.0,36833333.0,61.2,65.2,-2.1,1.94,5.95,7.89
10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,109118,Mike Trout,545361.0,troutmi01,2020,LAA,1,AL,N,53,241.0,37666666.0,11.4,20.4,-7.4,0.75,1.07,1.82
10521,10521,10521,10521,10521,10521,10521,10521,10521,10521,10521,10521,10521,10521,10521,10521,10521,10521,10521,109119,Mike Trout,545361.0,troutmi01,2021,LAA,1,AL,N,36,146.0,37116667.0,13.5,17.5,-3.2,0.49,1.33,1.82
10522,10522,10522,10522,10522,10522,10522,10522,10522,10522,10522,10522,10522,10522,10522,10522,10522,10522,10522,109120,Mike Trout,545361.0,troutmi01,2022,LAA,1,AL,N,119,499.0,37116666.0,44.3,44.3,2.9,1.66,4.61,6.27
10523,10523,10523,10523,10523,10523,10523,10523,10523,10523,10523,10523,10523,10523,10523,10523,10523,10523,10523,109193,Mark Trumbo,444432.0,trumbma01,2015,SEA,2,AL,N,96,361.0,6900000.0,-4.2,-1.2,-8.9,1.26,-0.34,0.92
10524,10524,10524,10524,10524,10524,10524,10524,10524,10524,10524,10524,10524,10524,10524,10524,10524,10524,10524,109194,Mark Trumbo,444432.0,trumbma01,2015,ARI,1,NL,N,46,184.0,,1.7,0.7,-0.5,0.59,0.15,0.74
10525,10525,10525,10525,10525,10525,10525,10525,10525,10525,10525,10525,10525,10525,10525,10525,10525,10525,10525,109195,Mark Trumbo,444432.0,trumbma01,2016,BAL,1,AL,N,159,667.0,9150000.0,-3.7,5.4,-18.5,2.33,-0.24,2.09
10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,109196,Mark Trumbo,444432.0,trumbma01,2017,BAL,1,AL,N,146,603.0,11500000.0,-25.7,-20.7,-16.6,2.09,-2.54,-0.45
10527,10527,10527,10527,10527,10527,10527,10527,10527,10527,10527,10527,10527,10527,10527,10527,10527,10527,10527,109197,Mark Trumbo,444432.0,trumbma01,2018,BAL,1,AL,N,90,358.0,12500000.0,-9.9,-3.9,-12.9,1.22,-0.86,0.36
10528,10528,10528,10528,10528,10528,10528,10528,10528,10528,10528,10528,10528,10528,10528,10528,10528,10528,10528,109198,Mark Trumbo,444432.0,trumbma01,2019,BAL,1,AL,N,12,31.0,13500000.0,-4.1,-4.1,-0.6,0.11,-0.39,-0.28
10529,10529,10529,10529,10529,10529,10529,10529,10529,10529,10529,10529,10529,10529,10529,10529,10529,10529,10529,109204,Chin-hui Tsao,425835.0,tsaoch01,2015,LAD,1,NL,Y,5,1.0,,1.0,1.0,0.0,0.0,0.1,0.1
10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,10530,109205,Chin-hui Tsao,425835.0,tsaoch01,2016,LAD,1,NL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
10531,10531,10531,10531,10531,10531,10531,10531,10531,10531,10531,10531,10531,10531,10531,10531,10531,10531,10531,109206,Jen-Ho Tseng,627500.0,tsengje01,2017,CHC,1,NL,Y,2,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
10532,10532,10532,10532,10532,10532,10532,10532,10532,10532,10532,10532,10532,10532,10532,10532,10532,10532,10532,109207,Jen-Ho Tseng,627500.0,tsengje01,2018,CHC,1,NL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
10533,10533,10533,10533,10533,10533,10533,10533,10533,10533,10533,10533,10533,10533,10533,10533,10533,10533,10533,109219,Yoshi Tsutsugo,660294.0,tsutsyo01,2020,TBR,1,AL,N,51,185.0,,-3.4,-2.4,-3.1,0.62,-0.35,0.27
10534,10534,10534,10534,10534,10534,10534,10534,10534,10534,10534,10534,10534,10534,10534,10534,10534,10534,10534,109220,Yoshi Tsutsugo,660294.0,tsutsyo01,2021,TBR,1,AL,N,26,87.0,7000000.0,-8.8,-8.8,-1.6,0.29,-0.89,-0.6
10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,109221,Yoshi Tsutsugo,660294.0,tsutsyo01,2021,LAD,2,NL,N,12,31.0,,-1.7,-2.7,0.7,0.11,-0.19,-0.08
10536,10536,10536,10536,10536,10536,10536,10536,10536,10536,10536,10536,10536,10536,10536,10536,10536,10536,10536,109222,Yoshi Tsutsugo,660294.0,tsutsyo01,2021,PIT,3,NL,N,43,144.0,,-3.6,2.4,-7.8,0.49,-0.41,0.08
10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,10537,109223,Yoshi Tsutsugo,660294.0,tsutsyo01,2022,PIT,1,NL,N,50,193.0,4000000.0,-21.5,-17.5,-7.1,0.63,-2.29,-1.66
10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,109226,Cole Tucker,657061.0,tuckeco01,2019,PIT,1,NL,N,56,159.0,,-2.4,-4.4,3.9,0.5,-0.32,0.18
10539,10539,10539,10539,10539,10539,10539,10539,10539,10539,10539,10539,10539,10539,10539,10539,10539,10539,10539,109227,Cole Tucker,657061.0,tuckeco01,2020,PIT,1,NL,N,37,116.0,,-13.5,-7.5,-6.1,0.38,-1.3,-0.92
10540,10540,10540,10540,10540,10540,10540,10540,10540,10540,10540,10540,10540,10540,10540,10540,10540,10540,10540,109228,Cole Tucker,657061.0,tuckeco01,2021,PIT,1,NL,N,43,131.0,,-8.8,-4.8,-3.4,0.44,-0.94,-0.5
10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,109229,Cole Tucker,657061.0,tuckeco01,2022,PIT,1,NL,N,18,63.0,,-10.3,-6.3,-4.1,0.2,-1.08,-0.88
10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,109234,Kyle Tucker,663656.0,tuckeky01,2018,HOU,1,AL,N,28,72.0,,-10.0,-9.0,-1.8,0.25,-1.02,-0.77
10543,10543,10543,10543,10543,10543,10543,10543,10543,10543,10543,10543,10543,10543,10543,10543,10543,10543,10543,109235,Kyle Tucker,663656.0,tuckeky01,2019,HOU,1,AL,N,22,72.0,,5.0,1.0,2.8,0.24,0.52,0.76
10544,10544,10544,10544,10544,10544,10544,10544,10544,10544,10544,10544,10544,10544,10544,10544,10544,10544,10544,109236,Kyle Tucker,663656.0,tuckeky01,2020,HOU,1,AL,N,58,228.0,,11.5,6.5,2.6,0.76,1.13,1.89
10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,109237,Kyle Tucker,663656.0,tuckeky01,2021,HOU,1,AL,N,140,567.0,,37.2,27.2,4.5,1.88,3.83,5.71
10546,10546,10546,10546,10546,10546,10546,10546,10546,10546,10546,10546,10546,10546,10546,10546,10546,10546,10546,109238,Kyle Tucker,663656.0,tuckeky01,2022,HOU,1,AL,N,150,609.0,,29.5,16.5,8.1,2.02,3.14,5.16
10547,10547,10547,10547,10547,10547,10547,10547,10547,10547,10547,10547,10547,10547,10547,10547,10547,10547,10547,109255,Preston Tucker,605512.0,tuckepr01,2015,HOU,1,AL,N,98,323.0,,-7.3,-2.3,-8.9,1.12,-0.68,0.44
10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,109256,Preston Tucker,605512.0,tuckepr01,2016,HOU,1,AL,N,48,144.0,515000.0,-15.7,-11.7,-7.0,0.5,-1.62,-1.12
10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,109257,Preston Tucker,605512.0,tuckepr01,2018,ATL,1,NL,N,80,142.0,565000.0,-3.9,-1.9,-3.0,0.46,-0.47,-0.01
10550,10550,10550,10550,10550,10550,10550,10550,10550,10550,10550,10550,10550,10550,10550,10550,10550,10550,10550,109258,Preston Tucker,605512.0,tuckepr01,2018,CIN,2,NL,N,17,42.0,,-3.6,-1.6,-2.5,0.14,-0.41,-0.27
10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,109315,Matt Tuiasosopo,449168.0,tuiasma01,2016,ATL,1,NL,,3,3.0,,-0.8,-0.8,0.0,,-0.09,
10552,10552,10552,10552,10552,10552,10552,10552,10552,10552,10552,10552,10552,10552,10552,10552,10552,10552,10552,109317,Sam Tuivailala,592815.0,tuivasa01,2015,STL,1,NL,Y,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,109318,Sam Tuivailala,592815.0,tuivasa01,2016,STL,1,NL,Y,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,109319,Sam Tuivailala,592815.0,tuivasa01,2017,STL,1,NL,Y,34,0.0,536500.0,0.0,0.0,0.0,0.0,0.0,0.0
10555,10555,10555,10555,10555,10555,10555,10555,10555,10555,10555,10555,10555,10555,10555,10555,10555,10555,10555,109320,Sam Tuivailala,592815.0,tuivasa01,2018,SEA,2,AL,Y,0,0.0,,0.0,0.0,0.0,,,
10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,109321,Sam Tuivailala,592815.0,tuivasa01,2018,STL,1,NL,Y,30,0.0,554600.0,0.0,0.0,0.0,0.0,0.0,0.0
10557,10557,10557,10557,10557,10557,10557,10557,10557,10557,10557,10557,10557,10557,10557,10557,10557,10557,10557,109322,Sam Tuivailala,592815.0,tuivasa01,2019,SEA,1,AL,Y,1,0.0,568600.0,0.0,0.0,0.0,0.0,0.0,0.0
10558,10558,10558,10558,10558,10558,10558,10558,10558,10558,10558,10558,10558,10558,10558,10558,10558,10558,10558,109332,Troy Tulowitzki,453064.0,tulowtr01,2015,TOR,2,AL,N,41,183.0,20000000.0,1.8,-0.2,4.1,0.61,0.26,0.87
10559,10559,10559,10559,10559,10559,10559,10559,10559,10559,10559,10559,10559,10559,10559,10559,10559,10559,10559,109333,Troy Tulowitzki,453064.0,tulowtr01,2015,COL,1,NL,N,87,351.0,,5.7,5.7,4.2,1.11,0.57,1.68
10560,10560,10560,10560,10560,10560,10560,10560,10560,10560,10560,10560,10560,10560,10560,10560,10560,10560,10560,109334,Troy Tulowitzki,453064.0,tulowtr01,2016,TOR,1,AL,N,131,544.0,20000000.0,11.9,2.9,15.7,1.9,1.34,3.24
10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,109335,Troy Tulowitzki,453064.0,tulowtr01,2017,TOR,1,AL,N,66,260.0,20000000.0,-0.1,-7.1,10.4,0.9,0.02,0.92
10562,10562,10562,10562,10562,10562,10562,10562,10562,10562,10562,10562,10562,10562,10562,10562,10562,10562,10562,109336,Troy Tulowitzki,453064.0,tulowtr01,2019,NYY,1,AL,N,5,13.0,20000000.0,-0.9,0.1,-0.8,0.05,-0.08,-0.03
10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,109366,Nik Turley,543867.0,turleni01,2017,MIN,1,AL,Y,1,2.0,,-0.3,-0.3,0.0,0.0,-0.03,-0.03
10564,10564,10564,10564,10564,10564,10564,10564,10564,10564,10564,10564,10564,10564,10564,10564,10564,10564,10564,109367,Nik Turley,543867.0,turleni01,2020,PIT,1,NL,Y,0,0.0,,0.0,0.0,0.0,,,
10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,109375,Spencer Turnbull,605513.0,turnbsp01,2018,DET,1,AL,Y,1,2.0,,-0.2,-0.2,0.0,0.0,-0.03,-0.03
10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,109376,Spencer Turnbull,605513.0,turnbsp01,2019,DET,1,AL,Y,3,8.0,556100.0,-1.1,-1.1,0.0,0.0,-0.11,-0.11
10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,109377,Spencer Turnbull,605513.0,turnbsp01,2020,DET,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
10568,10568,10568,10568,10568,10568,10568,10568,10568,10568,10568,10568,10568,10568,10568,10568,10568,10568,10568,109378,Spencer Turnbull,605513.0,turnbsp01,2021,DET,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,109419,Jacob Turner,545363.0,turneja01,2016,CHW,1,AL,Y,3,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0
10570,10570,10570,10570,10570,10570,10570,10570,10570,10570,10570,10570,10570,10570,10570,10570,10570,10570,10570,109420,Jacob Turner,545363.0,turneja01,2017,WSN,1,NL,Y,16,8.0,1500000.0,-0.3,-0.3,0.0,0.0,-0.03,-0.03
10571,10571,10571,10571,10571,10571,10571,10571,10571,10571,10571,10571,10571,10571,10571,10571,10571,10571,10571,109421,Jacob Turner,545363.0,turneja01,2018,DET,2,AL,Y,0,0.0,,0.0,0.0,0.0,,,
10572,10572,10572,10572,10572,10572,10572,10572,10572,10572,10572,10572,10572,10572,10572,10572,10572,10572,10572,109422,Jacob Turner,545363.0,turneja01,2018,MIA,1,NL,Y,4,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,109451,Justin Turner,457759.0,turneju01,2015,LAD,1,NL,N,126,439.0,2500000.0,23.1,20.1,4.7,1.39,2.41,3.8
10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,109452,Justin Turner,457759.0,turneju01,2016,LAD,1,NL,N,151,622.0,5100000.0,30.5,21.5,11.8,1.96,3.0,4.96
10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,109453,Justin Turner,457759.0,turneju01,2017,LAD,1,NL,N,130,543.0,13000000.0,40.2,36.2,6.0,1.71,3.88,5.59
10576,10576,10576,10576,10576,10576,10576,10576,10576,10576,10576,10576,10576,10576,10576,10576,10576,10576,10576,109454,Justin Turner,457759.0,turneju01,2018,LAD,1,NL,N,103,426.0,12000000.0,33.6,30.6,4.6,1.36,3.32,4.68
10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,109455,Justin Turner,457759.0,turneju01,2019,LAD,1,NL,N,135,549.0,19000000.0,23.2,28.2,-2.7,1.75,2.04,3.79
10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,109456,Justin Turner,457759.0,turneju01,2020,LAD,1,NL,N,42,175.0,20000000.0,8.9,9.9,-0.9,0.57,0.88,1.45
10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,109457,Justin Turner,457759.0,turneju01,2021,LAD,1,NL,N,151,612.0,12000000.0,17.6,19.6,0.5,2.07,1.62,3.69
10580,10580,10580,10580,10580,10580,10580,10580,10580,10580,10580,10580,10580,10580,10580,10580,10580,10580,10580,109458,Justin Turner,457759.0,turneju01,2022,LAD,1,NL,N,128,532.0,20000000.0,1.7,0.7,-2.5,1.73,0.25,1.98
10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,109468,Stuart Turner,642156.0,turnest01,2017,CIN,1,NL,N,37,89.0,535000.0,-14.3,-11.3,-1.7,0.28,-1.5,-1.22
10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,109495,Trea Turner,607208.0,turnetr01,2015,WSN,1,NL,N,27,44.0,,1.5,-0.5,2.6,0.14,0.15,0.29
10583,10583,10583,10583,10583,10583,10583,10583,10583,10583,10583,10583,10583,10583,10583,10583,10583,10583,10583,109496,Trea Turner,607208.0,turnetr01,2016,WSN,1,NL,N,73,324.0,,25.4,25.4,2.1,0.95,2.49,3.44
10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,109497,Trea Turner,607208.0,turnetr01,2017,WSN,1,NL,N,98,447.0,554900.0,18.5,16.5,7.2,1.28,1.76,3.04
10585,10585,10585,10585,10585,10585,10585,10585,10585,10585,10585,10585,10585,10585,10585,10585,10585,10585,10585,109498,Trea Turner,607208.0,turnetr01,2018,WSN,1,NL,N,162,740.0,577200.0,27.1,19.1,16.6,2.16,2.55,4.71
10586,10586,10586,10586,10586,10586,10586,10586,10586,10586,10586,10586,10586,10586,10586,10586,10586,10586,10586,109499,Trea Turner,607208.0,turnetr01,2019,WSN,1,NL,N,122,569.0,3725000.0,26.9,22.9,10.6,1.62,2.42,4.04
10587,10587,10587,10587,10587,10587,10587,10587,10587,10587,10587,10587,10587,10587,10587,10587,10587,10587,10587,109500,Trea Turner,607208.0,turnetr01,2020,WSN,1,NL,N,59,259.0,7450000.0,19.9,24.9,-1.6,0.82,1.93,2.75
10588,10588,10588,10588,10588,10588,10588,10588,10588,10588,10588,10588,10588,10588,10588,10588,10588,10588,10588,109501,Trea Turner,607208.0,turnetr01,2021,LAD,2,NL,N,52,226.0,,17.8,15.8,3.5,0.75,1.73,2.48
10589,10589,10589,10589,10589,10589,10589,10589,10589,10589,10589,10589,10589,10589,10589,10589,10589,10589,10589,109502,Trea Turner,607208.0,turnetr01,2021,WSN,1,NL,N,96,420.0,13000000.0,27.2,25.2,6.9,1.38,2.63,4.01
10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,109503,Trea Turner,607208.0,turnetr01,2022,LAD,1,NL,N,160,708.0,21000000.0,25.6,26.6,8.6,2.16,2.75,4.91
10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,109571,Kyle Tyler,667725.0,tylerky01,2021,LAA,1,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
10592,10592,10592,10592,10592,10592,10592,10592,10592,10592,10592,10592,10592,10592,10592,10592,10592,10592,10592,109630,Edwin Uceta,670955.0,ucetaed01,2021,LAD,1,NL,Y,14,5.0,,0.2,0.2,0.0,0.0,0.03,0.03
10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,109646,Koji Uehara,493157.0,ueharko01,2015,BOS,1,AL,Y,1,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0
10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,109647,Koji Uehara,493157.0,ueharko01,2016,BOS,1,AL,Y,3,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0
10595,10595,10595,10595,10595,10595,10595,10595,10595,10595,10595,10595,10595,10595,10595,10595,10595,10595,10595,109648,Koji Uehara,493157.0,ueharko01,2017,CHC,1,NL,Y,45,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0
10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,109659,Dan Uggla,462564.0,ugglada01,2015,WSN,1,NL,N,67,141.0,507500.0,-8.9,-4.9,-3.4,0.44,-0.98,-0.54
10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,109724,Duane Underwood Jr.,621249.0,underdu01,2018,CHC,1,NL,Y,1,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
10598,10598,10598,10598,10598,10598,10598,10598,10598,10598,10598,10598,10598,10598,10598,10598,10598,10598,10598,109725,Duane Underwood Jr.,621249.0,underdu01,2019,CHC,1,NL,Y,12,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
10599,10599,10599,10599,10599,10599,10599,10599,10599,10599,10599,10599,10599,10599,10599,10599,10599,10599,10599,109726,Duane Underwood Jr.,621249.0,underdu01,2020,CHC,1,NL,Y,0,0.0,,0.0,0.0,0.0,,,
10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,109727,Duane Underwood Jr.,621249.0,underdu01,2021,PIT,1,NL,Y,39,4.0,,-0.4,-0.4,0.0,0.0,-0.04,-0.04
10601,10601,10601,10601,10601,10601,10601,10601,10601,10601,10601,10601,10601,10601,10601,10601,10601,10601,10601,109822,B.J. Upton,425834.0,uptonbj01,2015,SDP,1,NL,N,87,228.0,14450000.0,7.8,5.8,3.3,0.72,0.81,1.53
10602,10602,10602,10602,10602,10602,10602,10602,10602,10602,10602,10602,10602,10602,10602,10602,10602,10602,10602,109823,B.J. Upton,425834.0,uptonbj01,2016,TOR,2,AL,N,57,165.0,15450000.0,-9.5,-11.5,0.6,0.58,-0.98,-0.4
10603,10603,10603,10603,10603,10603,10603,10603,10603,10603,10603,10603,10603,10603,10603,10603,10603,10603,10603,109824,B.J. Upton,425834.0,uptonbj01,2016,SDP,1,NL,N,92,374.0,,6.5,-0.5,4.0,1.18,0.59,1.77
10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,109833,Justin Upton,457708.0,uptonju01,2015,SDP,1,NL,N,150,620.0,14500000.0,21.5,14.5,1.5,1.97,2.24,4.21
10605,10605,10605,10605,10605,10605,10605,10605,10605,10605,10605,10605,10605,10605,10605,10605,10605,10605,10605,109834,Justin Upton,457708.0,uptonju01,2016,DET,1,AL,N,153,626.0,22125000.0,-6.4,-4.4,-7.7,2.19,-0.53,1.66
10606,10606,10606,10606,10606,10606,10606,10606,10606,10606,10606,10606,10606,10606,10606,10606,10606,10606,10606,109835,Justin Upton,457708.0,uptonju01,2017,LAA,2,AL,N,27,115.0,22125000.0,0.6,5.6,-6.0,0.4,0.07,0.47
10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,109836,Justin Upton,457708.0,uptonju01,2017,DET,1,AL,N,125,520.0,,33.4,21.4,7.5,1.8,3.4,5.2
10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,109837,Justin Upton,457708.0,uptonju01,2018,LAA,1,AL,N,145,613.0,16000000.0,12.8,13.8,-6.7,2.09,1.58,3.67
10609,10609,10609,10609,10609,10609,10609,10609,10609,10609,10609,10609,10609,10609,10609,10609,10609,10609,10609,109838,Justin Upton,457708.0,uptonju01,2019,LAA,1,AL,N,63,256.0,18000000.0,-19.7,-6.7,-15.6,0.87,-1.8,-0.93
10610,10610,10610,10610,10610,10610,10610,10610,10610,10610,10610,10610,10610,10610,10610,10610,10610,10610,10610,109839,Justin Upton,457708.0,uptonju01,2020,LAA,1,AL,N,42,166.0,21000000.0,-9.9,-5.9,-5.5,0.55,-0.99,-0.44
10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,109840,Justin Upton,457708.0,uptonju01,2021,LAA,1,AL,N,89,362.0,23000000.0,-19.7,-8.7,-14.0,1.2,-1.91,-0.71
10612,10612,10612,10612,10612,10612,10612,10612,10612,10612,10612,10612,10612,10612,10612,10612,10612,10612,10612,109841,Justin Upton,457708.0,uptonju01,2022,SEA,1,AL,N,17,57.0,,-4.8,-4.8,-1.2,0.19,-0.53,-0.34
10613,10613,10613,10613,10613,10613,10613,10613,10613,10613,10613,10613,10613,10613,10613,10613,10613,10613,10613,109879,Jose Urena,570632.0,urenajo01,2015,MIA,1,NL,Y,18,13.0,,-0.9,-0.9,0.0,0.0,-0.1,-0.1
10614,10614,10614,10614,10614,10614,10614,10614,10614,10614,10614,10614,10614,10614,10614,10614,10614,10614,10614,109880,Jose Urena,570632.0,urenajo01,2016,MIA,1,NL,Y,28,22.0,,0.3,0.3,0.0,0.0,0.02,0.02
10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,109881,Jose Urena,570632.0,urenajo01,2017,MIA,1,NL,Y,32,56.0,535000.0,-1.7,-1.7,0.1,0.01,-0.18,-0.17
10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,109882,Jose Urena,570632.0,urenajo01,2018,MIA,1,NL,Y,30,52.0,,-2.1,-2.1,0.1,0.01,-0.24,-0.23
10617,10617,10617,10617,10617,10617,10617,10617,10617,10617,10617,10617,10617,10617,10617,10617,10617,10617,10617,109883,Jose Urena,570632.0,urenajo01,2019,MIA,1,NL,Y,24,22.0,3200000.0,-1.0,-1.0,0.0,0.0,-0.11,-0.11
10618,10618,10618,10618,10618,10618,10618,10618,10618,10618,10618,10618,10618,10618,10618,10618,10618,10618,10618,109884,Jose Urena,570632.0,urenajo01,2020,MIA,1,NL,Y,0,0.0,3750000.0,0.0,0.0,0.0,,,
